step,train_loss,val_loss
0,6.002730846405029,6.05546760559082
300,1.0842297077178955,2.788830518722534
600,0.34446606040000916,3.0962698459625244
900,0.1359114795923233,3.3205206394195557
1200,0.09091197699308395,3.497971296310425
1500,0.07683254778385162,3.564164161682129
1800,0.06924258172512054,3.7116200923919678
2100,0.06648922711610794,3.6917853355407715
2400,0.06351729482412338,3.814436912536621
2700,0.06379485130310059,3.9155490398406982
3000,0.06230222061276436,3.9239861965179443
